Name,Path to File,Sub-Theme Name,Variable Name,Description,Time Period,Climate Model,RCP,Crop,Water Supply,Input Level,Data  Units,Recommended Renderer,Download URL,File Identifier,New Water Supply,New Crop
blsg200b_eta,\res02\CRUTS32\Hist\8110L\blsg200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Biomass lowland sorghum with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Biomass lowland sorghum,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/blsg200b_eta.tif,277526,Rain-fed,Nan
bsrg200a_eta,\res02\CRUTS32\Hist\8110L\bsrg200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Biomass sorghum with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Biomass sorghum,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/bsrg200a_eta.tif,278212,Irrigation,Nan
bsrg200b_eta,\res02\CRUTS32\Hist\8110L\bsrg200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Biomass sorghum with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Biomass sorghum,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/bsrg200b_eta.tif,278909,Rain-fed,Nan
btsg200a_eta,\res02\CRUTS32\Hist\8110L\btsg200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Biomass temperate sorghum with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Biomass temperate sorghum,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/btsg200a_eta.tif,279862,Irrigation,Nan
btsg200b_eta,\res02\CRUTS32\Hist\8110L\btsg200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Biomass temperate sorghum with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Biomass temperate sorghum,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/btsg200b_eta.tif,282537,Rain-fed,Nan
cabb200a_eta,\res02\CRUTS32\Hist\8110L\cabb200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cabbage with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cabbage,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cabb200a_eta.tif,280386,Irrigation,CAB
cabb200b_eta,\res02\CRUTS32\Hist\8110L\cabb200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cabbage with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cabbage,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cabb200b_eta.tif,280912,Rain-fed,CAB
carr200a_eta,\res02\CRUTS32\Hist\8110L\carr200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Carrot with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Carrot,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/carr200a_eta.tif,280594,Irrigation,CAR
carr200b_eta,\res02\CRUTS32\Hist\8110L\carr200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Carrot with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Carrot,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/carr200b_eta.tif,279536,Rain-fed,CAR
casv200a_eta,\res02\CRUTS32\Hist\8110L\casv200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cassava with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cassava,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/casv200a_eta.tif,279063,Irrigation,CAS
casv200b_eta,\res02\CRUTS32\Hist\8110L\casv200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cassava with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cassava,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/casv200b_eta.tif,278261,Rain-fed,CAS
chck200a_eta,\res02\CRUTS32\Hist\8110L\chck200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Chickpea with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Chickpea,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/chck200a_eta.tif,281691,Irrigation,CHI
chck200b_eta,\res02\CRUTS32\Hist\8110L\chck200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Chickpea with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Chickpea,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/chck200b_eta.tif,282849,Rain-fed,CHI
citr200a_eta,\res02\CRUTS32\Hist\8110L\citr200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Citrus with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Citrus,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/citr200a_eta.tif,280703,Irrigation,CIT
citr200b_eta,\res02\CRUTS32\Hist\8110L\citr200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Citrus with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Citrus,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/citr200b_eta.tif,277412,Rain-fed,CIT
cocc200a_eta,\res02\CRUTS32\Hist\8110L\cocc200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoa cumoun with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoa cumoun,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cocc200a_eta.tif,280059,Irrigation,Nan
cocc200b_eta,\res02\CRUTS32\Hist\8110L\cocc200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoa cumoun with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoa cumoun,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cocc200b_eta.tif,282900,Rain-fed,Nan
coch200a_eta,\res02\CRUTS32\Hist\8110L\coch200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoa hybrid with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoa hybrid,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/coch200a_eta.tif,280163,Irrigation,Nan
coch200b_eta,\res02\CRUTS32\Hist\8110L\coch200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoa hybrid with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoa hybrid,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/coch200b_eta.tif,281341,Rain-fed,Nan
cocn200a_eta,\res02\CRUTS32\Hist\8110L\cocn200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coconut with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coconut,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cocn200a_eta.tif,279261,Irrigation,CON
cocn200b_eta,\res02\CRUTS32\Hist\8110L\cocn200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coconut with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coconut,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cocn200b_eta.tif,279860,Rain-fed,CON
coco200a_eta,\res02\CRUTS32\Hist\8110L\coco200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoa with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoa,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/coco200a_eta.tif,278418,Irrigation,COC
coco200b_eta,\res02\CRUTS32\Hist\8110L\coco200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoa with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoa,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/coco200b_eta.tif,280334,Rain-fed,COC
cofa200a_eta,\res02\CRUTS32\Hist\8110L\cofa200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coffee arabica with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coffee arabica,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cofa200a_eta.tif,282290,Irrigation,Nan
cofa200b_eta,\res02\CRUTS32\Hist\8110L\cofa200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coffee arabica with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coffee arabica,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cofa200b_eta.tif,279904,Rain-fed,Nan
coff200a_eta,\res02\CRUTS32\Hist\8110L\coff200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coffee with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coffee,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/coff200a_eta.tif,282516,Irrigation,COF
coff200b_eta,\res02\CRUTS32\Hist\8110L\coff200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coffee with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coffee,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/coff200b_eta.tif,280363,Rain-fed,COF
cofr200a_eta,\res02\CRUTS32\Hist\8110L\cofr200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coffee robusta with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coffee robusta,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cofr200a_eta.tif,279004,Irrigation,Nan
cofr200b_eta,\res02\CRUTS32\Hist\8110L\cofr200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Coffee robusta with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Coffee robusta,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cofr200b_eta.tif,278919,Rain-fed,Nan
cott200a_eta,\res02\CRUTS32\Hist\8110L\cott200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cotton with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cotton,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cott200a_eta.tif,282318,Irrigation,COT
cott200b_eta,\res02\CRUTS32\Hist\8110L\cott200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cotton with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cotton,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cott200b_eta.tif,279707,Rain-fed,COT
cowp200a_eta,\res02\CRUTS32\Hist\8110L\cowp200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cowpea with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cowpea,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cowp200a_eta.tif,277274,Irrigation,COW
cowp200b_eta,\res02\CRUTS32\Hist\8110L\cowp200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cowpea with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cowpea,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cowp200b_eta.tif,280638,Rain-fed,COW
cyam200a_eta,\res02\CRUTS32\Hist\8110L\cyam200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoyam with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoyam,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cyam200a_eta.tif,279804,Irrigation,Nan
cyam200b_eta,\res02\CRUTS32\Hist\8110L\cyam200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Cocoyam with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Cocoyam,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/cyam200b_eta.tif,280542,Rain-fed,Nan
dpea200a_eta,\res02\CRUTS32\Hist\8110L\dpea200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Dry pea with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Dry pea,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/dpea200a_eta.tif,279995,Irrigation,PEA
dpea200b_eta,\res02\CRUTS32\Hist\8110L\dpea200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Dry pea with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Dry pea,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/dpea200b_eta.tif,279868,Rain-fed,PEA
flax200a_eta,\res02\CRUTS32\Hist\8110L\flax200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Flax with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Flax,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/flax200a_eta.tif,279346,Irrigation,FLA
flax200b_eta,\res02\CRUTS32\Hist\8110L\flax200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Flax with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Flax,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/flax200b_eta.tif,280029,Rain-fed,FLA
fmlt200a_eta,\res02\CRUTS32\Hist\8110L\fmlt200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Foxtail millet with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Foxtail millet,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/fmlt200a_eta.tif,278966,Irrigation,MTF
fmlt200b_eta,\res02\CRUTS32\Hist\8110L\fmlt200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Foxtail millet with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Foxtail millet,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/fmlt200b_eta.tif,277449,Rain-fed,MTF
gram200a_eta,\res02\CRUTS32\Hist\8110L\gram200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Gram with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Gram,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/gram200a_eta.tif,282008,Irrigation,GRM
gram200b_eta,\res02\CRUTS32\Hist\8110L\gram200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Gram with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Gram,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/gram200b_eta.tif,280101,Rain-fed,GRM
gras200a_eta,\res02\CRUTS32\Hist\8110L\gras200a_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Grass with an Available water content of 200 mm/m (under irrigation conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Grass,Available water content of 200 mm/m (under irrigation conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/gras200a_eta.tif,281528,Irrigation,Nan
gras200b_eta,\res02\CRUTS32\Hist\8110L\gras200b_eta.tif,Growth Cycle Attributes,Crop-specific actual evapotranspiration (mm),Crop-specific actual evapotranspiration (mm) for the time period 1981-2010 for Grass with an Available water content of 200 mm/m (under rain-fed conditions) and low input level using climate data source CRUTS32 based on Historical,1981-2010,CRUTS32,Historical,Grass,Available water content of 200 mm/m (under rain-fed conditions),Low,mm,Growth Cycle Attributes - Precipitation, https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/gras200b_eta.tif,277805,Rain-fed,Nan
