cluster,,,,,,,,,,SUN Rain-fed High,CAS Irrigation High,SUN Rain-fed Low,MLT Irrigation High,GRO Irrigation Low,GRO Irrigation High,SUN Irrigation High,SOY Rain-fed Low,PTS Rain-fed High,SOY Rain-fed High,BEA Rain-fed High,MZE Irrigation High,COT Irrigation Low,SOY Irrigation High,SOY Irrigation Low,GRO Rain-fed High,BEA Irrigation Low,PTS Irrigation High,GRO Rain-fed Low,CAS Rain-fed Low,MLT Rain-fed Low,BEA Irrigation High,CAS Rain-fed High,MZE Rain-fed Low,BEA Rain-fed Low,COT Rain-fed Low,PTS Rain-fed Low,SUN Irrigation Low,COT Rain-fed High,MLT Rain-fed High,COT Irrigation High,MLT Irrigation Low,MZE Irrigation Low,MZE Rain-fed High,CAS Irrigation Low,PTS Irrigation Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.0019,0.5862,0.0201,0.4538,0.3074,0.4616,0.6207,0.001,0.0087,0.001,0.0011,0.5582,0.2985,0.6607,0.4411,0.001,0.2924,0.6945,0.001,0.2355,0.001,0.4621,0.133,0.001,0.001,0.0048,0.001,0.4045,0.0087,0.001,0.5292,0.3472,0.3613,0.001,0.4407,0.4305,0.4173,0.599,0.1565,0.006
