cluster,,,,,,,,,,PTS Irrigation High,COT Irrigation Low,SUN Rain-fed Low,GRO Rain-fed High,SOY Rain-fed High,MZE Irrigation Low,COT Irrigation High,MLT Irrigation High,GRO Rain-fed Low,BEA Rain-fed High,BEA Irrigation High,PTS Rain-fed Low,SOY Rain-fed Low,GRO Irrigation Low,COT Rain-fed Low,SUN Rain-fed High,SUN Irrigation Low,MZE Irrigation High,SOY Irrigation High,BEA Irrigation Low,MZE Rain-fed High,MLT Irrigation Low,MLT Rain-fed Low,MZE Rain-fed Low,COT Rain-fed High,CAS Irrigation High,CAS Rain-fed Low,PTS Rain-fed High,MLT Rain-fed High,GRO Irrigation High,BEA Rain-fed Low,SUN Irrigation High,PTS Irrigation Low,CAS Irrigation Low,SOY Irrigation Low,CAS Rain-fed High,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.1654,0.4075,0.4284,0.3987,0.5244,0.2108,0.3698,0.0228,0.3739,0.4829,0.2086,0.5467,0.491,0.1573,0.5935,0.4761,0.1622,0.1595,0.026,0.2535,0.484,0.0905,0.3423,0.462,0.5647,0.3655,0.6183,0.5803,0.3452,0.1012,0.4673,0.0433,0.2525,0.4321,0.133,0.5842,0.2713,0.1943,0.466,0.2695
