cluster,,,,,,,,,,BEA Rain-fed Low,CAS Irrigation High,SOY Irrigation Low,GRO Irrigation Low,BEA Irrigation Low,SOY Rain-fed High,CAS Rain-fed Low,GRO Rain-fed High,MLT Rain-fed High,SUN Rain-fed Low,CAS Rain-fed High,COT Rain-fed High,BEA Irrigation High,SOY Irrigation High,CAS Irrigation Low,SOY Rain-fed Low,COT Irrigation High,SUN Irrigation High,SUN Rain-fed High,MZE Irrigation High,MLT Rain-fed Low,PTS Irrigation Low,MZE Irrigation Low,MZE Rain-fed Low,MLT Irrigation High,GRO Irrigation High,MZE Rain-fed High,GRO Rain-fed Low,PTS Rain-fed Low,PTS Rain-fed High,SUN Irrigation Low,PTS Irrigation High,MLT Irrigation Low,COT Irrigation Low,BEA Rain-fed High,COT Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.1138,1.1419,0.1227,0.1093,0.1263,0.4141,0.3822,0.2977,0.4103,0.1202,0.8155,0.1204,0.3938,0.4915,0.3947,0.1049,0.138,0.4568,0.3817,1.1403,0.1473,0.3575,0.3553,0.2868,0.4867,0.352,0.9623,0.0893,0.312,0.9206,0.1378,1.0585,0.178,0.0229,0.35,0.0205,0.1713,0.5687,0.1366,0.2904
