cluster,,,,,,,,,,PTS Irrigation High,COT Irrigation Low,SUN Rain-fed Low,GRO Rain-fed High,SOY Rain-fed High,MZE Irrigation Low,COT Irrigation High,MLT Irrigation High,GRO Rain-fed Low,BEA Rain-fed High,BEA Irrigation High,PTS Rain-fed Low,SOY Rain-fed Low,GRO Irrigation Low,COT Rain-fed Low,SUN Rain-fed High,SUN Irrigation Low,MZE Irrigation High,SOY Irrigation High,BEA Irrigation Low,MZE Rain-fed High,MLT Irrigation Low,MLT Rain-fed Low,MZE Rain-fed Low,COT Rain-fed High,CAS Irrigation High,CAS Rain-fed Low,PTS Rain-fed High,MLT Rain-fed High,GRO Irrigation High,BEA Rain-fed Low,SUN Irrigation High,PTS Irrigation Low,CAS Irrigation Low,SOY Irrigation Low,CAS Rain-fed High,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.1215,0.372,0.4114,0.3725,0.4927,0.1975,0.2857,0.0188,0.3244,0.4452,0.149,0.4837,0.4327,0.1469,0.5657,0.4449,0.1558,0.1086,0.013,0.2352,0.4537,0.0921,0.3031,0.3941,0.5666,0.4097,0.6062,0.554,0.3204,0.061,0.4042,0.0474,0.2394,0.4278,0.1331,0.6034,0.2686,0.2025,0.4339,0.2657
