cluster,,,,,,,,,,BEA Rain-fed Low,CAS Irrigation High,SOY Irrigation Low,GRO Irrigation Low,BEA Irrigation Low,SOY Rain-fed High,CAS Rain-fed Low,GRO Rain-fed High,MLT Rain-fed High,SUN Rain-fed Low,CAS Rain-fed High,COT Rain-fed High,BEA Irrigation High,SOY Irrigation High,CAS Irrigation Low,SOY Rain-fed Low,COT Irrigation High,SUN Irrigation High,SUN Rain-fed High,MZE Irrigation High,MLT Rain-fed Low,PTS Irrigation Low,MZE Irrigation Low,MZE Rain-fed Low,MLT Irrigation High,GRO Irrigation High,MZE Rain-fed High,GRO Rain-fed Low,PTS Rain-fed Low,PTS Rain-fed High,SUN Irrigation Low,PTS Irrigation High,MLT Irrigation Low,COT Irrigation Low,BEA Rain-fed High,COT Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.1148,1.1495,0.1058,0.1048,0.1223,0.4215,0.3882,0.3062,0.3759,0.1231,0.8654,0.121,0.3846,0.4834,0.4003,0.0937,0.1312,0.4491,0.3954,1.1086,0.1639,0.3533,0.3419,0.2952,0.4315,0.3442,0.9798,0.0939,0.3209,0.9376,0.1361,1.0405,0.1902,0.0229,0.3579,0.0218,0.1669,0.5589,0.1442,0.3236
