cluster,,,,,,,,,,PTS Irrigation High,COT Irrigation Low,SUN Rain-fed Low,GRO Rain-fed High,SOY Rain-fed High,MZE Irrigation Low,COT Irrigation High,MLT Irrigation High,GRO Rain-fed Low,BEA Rain-fed High,BEA Irrigation High,PTS Rain-fed Low,SOY Rain-fed Low,GRO Irrigation Low,COT Rain-fed Low,SUN Rain-fed High,SUN Irrigation Low,MZE Irrigation High,SOY Irrigation High,BEA Irrigation Low,MZE Rain-fed High,MLT Irrigation Low,MLT Rain-fed Low,MZE Rain-fed Low,COT Rain-fed High,CAS Irrigation High,CAS Rain-fed Low,PTS Rain-fed High,MLT Rain-fed High,GRO Irrigation High,BEA Rain-fed Low,SUN Irrigation High,PTS Irrigation Low,CAS Irrigation Low,SOY Irrigation Low,CAS Rain-fed High,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.1383,0.4108,0.4478,0.4156,0.5424,0.2088,0.3512,0.0204,0.3709,0.495,0.184,0.5423,0.492,0.1554,0.6024,0.4911,0.1538,0.1331,0.0206,0.2537,0.5006,0.0695,0.2961,0.4532,0.5942,0.3821,0.6738,0.5973,0.3238,0.0845,0.4665,0.0301,0.2548,0.4299,0.13,0.614,0.2791,0.2058,0.4889,0.2928
