cluster,,,,,,,,,,SUN Rain-fed High,CAS Irrigation High,SUN Rain-fed Low,MLT Irrigation High,GRO Irrigation Low,GRO Irrigation High,SUN Irrigation High,SOY Rain-fed Low,PTS Rain-fed High,SOY Rain-fed High,BEA Rain-fed High,MZE Irrigation High,COT Irrigation Low,SOY Irrigation High,SOY Irrigation Low,GRO Rain-fed High,BEA Irrigation Low,PTS Irrigation High,GRO Rain-fed Low,CAS Rain-fed Low,MLT Rain-fed Low,BEA Irrigation High,CAS Rain-fed High,MZE Rain-fed Low,BEA Rain-fed Low,COT Rain-fed Low,PTS Rain-fed Low,SUN Irrigation Low,COT Rain-fed High,MLT Rain-fed High,COT Irrigation High,MLT Irrigation Low,MZE Irrigation Low,MZE Rain-fed High,CAS Irrigation Low,PTS Irrigation Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.0015,0.5049,0.0018,0.4342,0.2433,0.4138,0.5774,0.0034,0.001,0.001,0.0016,0.4958,0.2094,0.6202,0.4062,0.001,0.2313,0.62,0.0046,0.1672,0.001,0.4096,0.0506,0.005,0.0051,0.0027,0.0035,0.3722,0.0027,0.001,0.4739,0.3316,0.3052,0.0016,0.359,0.3508,0.3626,0.541,0.1278,0.0919
