cluster,,,,,,,,,,BEA Rain-fed Low,CAS Irrigation High,SOY Irrigation Low,GRO Irrigation Low,BEA Irrigation Low,SOY Rain-fed High,CAS Rain-fed Low,GRO Rain-fed High,MLT Rain-fed High,SUN Rain-fed Low,CAS Rain-fed High,COT Rain-fed High,BEA Irrigation High,SOY Irrigation High,CAS Irrigation Low,SOY Rain-fed Low,COT Irrigation High,SUN Irrigation High,SUN Rain-fed High,MZE Irrigation High,MLT Rain-fed Low,PTS Irrigation Low,MZE Irrigation Low,MZE Rain-fed Low,MLT Irrigation High,GRO Irrigation High,MZE Rain-fed High,GRO Rain-fed Low,PTS Rain-fed Low,PTS Rain-fed High,SUN Irrigation Low,PTS Irrigation High,MLT Irrigation Low,COT Irrigation Low,BEA Rain-fed High,COT Rain-fed Low,OTH Irrigation Low,OTH Irrigation High,OTH Rain-fed Low,OTH Rain-fed High
1,,,,,,,,,,0.1204,1.1754,0.1196,0.1123,0.1267,0.4312,0.3986,0.3204,0.4806,0.1247,0.8734,0.1285,0.3853,0.4954,0.411,0.1071,0.1366,0.459,0.4043,1.1158,0.185,0.3619,0.3532,0.3062,0.5559,0.3463,1.0059,0.1021,0.3323,0.9561,0.1382,1.0502,0.2174,0.0248,0.3652,0.0233,0.1736,0.5793,0.1468,0.3263
